	0.0316	0.099928	0.316
H3K4me0	-0.0366925667368	-0.0762382492087	0.364994658506
H3K4me1	-0.110619064569	-0.096734071322	0.249037976119
H3K4me2	-0.136312262253	-0.169785169555	0.156113266855
H3K4me3	-0.105560022294	-0.0744400482416	0.284678769818
H3K4ac1	-0.207004276983	-0.202580070197	0.0868332798932
H3K9me0K14ac0	0.04177948976	-0.0976977937281	0.00235588344849
H3K9me1K14ac0	-0.0429885769964	0.0106594790419	0.226933403013
H3K9me2K14ac0	-0.0918398104416	0.119616329431	0.00477672139589
H3K9me3K14ac0	-0.0387660420274	-0.0076077356733	0.122967510333
H3K9ac1K14ac0	-0.108275421531	-0.128877300549	0.128685740161
H3K9me0K14ac1	-0.0288600372455	-0.614319699183	-0.582874741926
H3K9me1K14ac1	-0.094916504554	-0.151511828484	-0.0809816826689
H3K9me2K14ac1	-0.0727571811733	-0.110150664186	0.0988304534746
H3K9me3K14ac1	-0.178313559136	-0.0905537183475	-0.149189427835
H3K9ac1K14ac1	-0.053659572459	-0.156755623538	0.0152665236592
H3K9me2S10ph1K14ac0	-0.378978920521		-2.63397352174
H3K9me3S10ph1K14ac0	-0.313196005331		
H3K9me2S10ph1K14ac1	-0.550665240712		
H3K18ac0K23ac0	0.227856402612	0.0841405244272	-0.000820625904551
H3K18ac1K23ac0	0.040538521482	0.243651563947	0.388813012203
H3K18ac0K23ac1	-0.0312142910509	-0.13543988455	-0.223662181189
H3K18ac1K23ac1	0.0607376307071	-0.0363403020792	0.143960340229
H3K18ub1K23ac0	-0.140018856635	-1.09186092945	
H3K27me0K36me0	0.354458490599	-0.162326083972	-0.280666723645
H3K27me1K36me0	-0.0154779507176	-0.236850688177	-0.19102603316
H3K27me1K36me1	0.0561686763607	-0.258880289138	-0.213235033443
H3K27me1K36me2	0.0328726393804	0.143617371331	0.239558326689
H3K27me1K36me3	0.123482092751	0.0314591954401	0.247519457281
H3K27me2K36me0	-0.0491333641668	-0.245402246262	0.00518704137489
H3K27me2K36me1	0.0245482113037	0.199655503851	-0.0364257706813
H3K27me2K36me2	-0.137737514019	0.0579135345632	0.143805802355
H3K27me3K36me0	-0.0806198965398	0.148797560662	-0.163671739407
H3K27me3K36me1	0.00179712233603	0.040557982865	0.0381834786876
H3K27ac1K36me0	0.325055829076	-1.3351643524	-1.29449591952
H3K27ac1K36me1	-0.0161130117291	-1.26783077406	-1.36697339275
H3K27ac1K36me2	-0.0235011500919	-0.256426019647	-0.371702232161
H3K27ac1K36me3	-0.00364379174412	-0.131036365043	-0.12738535022
H3.3K27me0K36me0	0.164556890745	-0.243547486362	-0.264978285979
H3NORM(41-49)	-0.0023913760332	0.010529332652	-0.0740992124458
H3K56me0	0.131934176142	0.324913746906	0.0607767138816
H3K79me0	0.0905702139294	0.346368001939	0.350364338332
H3K79me1	0.118292402122	0.701566252002	0.382226654228
H3K79me2	0.0700543887684	0.222220651728	0.361586022457
H3K27me0K36me1	0.436237737072	-0.620018595222	-0.620525570158
H3K27me0K36me2	0.0936314715836	-0.164693930755	-0.480135794782
H3K27me0K36me3	0.0308901008829	0.0655244661279	-0.257202711563
