	0.001	0.003162	0.01
H3K4me0	0.0820073397782	0.3473055776	-0.112422498111
H3K4me1	-0.130962638445	0.22259509463	0.0201004845767
H3K4me2	0.0133327312988	0.11135463831	-0.00589528713358
H3K4me3	0.00125895789376	0.202501180401	-0.0398471601288
H3K4ac1	0.00145689671715	0.300934122762	-0.210212358725
H3K9me0K14ac0	0.0484150120309	0.174501643266	0.0334294271121
H3K9me1K14ac0	0.029526720977	0.24313133615	0.0423780891904
H3K9me2K14ac0	-0.0105724815338	0.214823477447	0.139240855976
H3K9me3K14ac0	-0.00473915096507	0.128081567725	0.286279851123
H3K9ac1K14ac0	0.141745602529	0.335411981736	-0.0542625900132
H3K9me0K14ac1	0.116036392108	0.198454003464	-0.480720164702
H3K9me1K14ac1	0.0567549156829	0.291771558907	-0.102498474255
H3K9me2K14ac1	-0.0228606276629	0.243264958353	-0.0633822502604
H3K9me3K14ac1	-0.0582693247592	0.380031433364	-0.0841289277251
H3K9ac1K14ac1	0.176350792204	0.427132143728	-0.228260488486
H3K9me2S10ph1K14ac0	0.393012816294	0.0351248587989	
H3K9me3S10ph1K14ac0	0.584697677542	0.109726689686	
H3K9me2S10ph1K14ac1	0.582726840032	0.0896153357068	
H3K18ac0K23ac0	-0.511316086	0.108906275161	-0.0241819195687
H3K18ac1K23ac0	-0.309740256147	0.157988951904	-0.113104582368
H3K18ac0K23ac1	-0.362982355432	0.127881767834	-0.414430075254
H3K18ac1K23ac1	-0.134453049943	0.338169002021	-0.0627871809292
H3K18ub1K23ac0	0.20244264995	0.00941908552159	
H3K27me0K36me0	0.354778970227	0.340585799514	-0.562324529514
H3K27me1K36me0	-0.00382414337079	0.148575316693	-0.225560044926
H3K27me1K36me1	0.031107633354	0.212267717927	-0.231802964227
H3K27me1K36me2	0.0684037369705	0.208134507706	0.00933272041401
H3K27me1K36me3	-0.134060157945	0.126468250235	0.184545972813
H3K27me2K36me0	0.104535671568	0.136388990778	-0.197246995577
H3K27me2K36me1	0.0825071911847	0.175248122824	-0.0143441809074
H3K27me2K36me2	-0.100523244682	0.0328700536899	0.229457265637
H3K27me3K36me0	-0.0521712106157	0.0595125752739	0.0967582841457
H3K27me3K36me1	-0.101860734754	0.0252707308831	0.071169967039
H3K27ac1K36me0	0.352197931357	0.0146741228583	
H3K27ac1K36me1	0.310275687368	0.00176468333071	-1.99268918579
H3K27ac1K36me2	0.473985280411	0.417923822471	-0.375894432174
H3K27ac1K36me3	0.22670392666	0.299007963615	-0.236159449113
H3.3K27me0K36me0	-0.0566281207864	-0.0550720290313	-0.319909902103
H3NORM(41-49)	0.0751727123335	0.0998331006175	-0.0158233172352
H3K56me0	-0.688843241359	0.00927447197038	0.263279602575
H3K79me0	-0.763183044596	-0.177555521056	0.441446750577
H3K79me1	-0.680947811684	-0.0518995831342	0.698468702744
H3K79me2	-0.669450784315	-0.0225438697938	0.344258837289
H3K27me0K36me1	0.476737353761	0.416611862433	-0.898029307367
H3K27me0K36me2	0.3087813616	0.292045961884	-0.238243833113
H3K27me0K36me3	0.148876989321	0.272592442234	-0.0396078772091
